"survey","site","rep","speciescode","observed"
"acoustic",6,4,"BHON",0
"acoustic",6,4,"BRCD",0
"acoustic",6,4,"BRGH",0
"acoustic",6,4,"BRTB",1
"acoustic",6,4,"CRHE",0
"acoustic",6,4,"CROS",1
"acoustic",6,4,"CRST",0
"acoustic",6,4,"DUWS",0
"acoustic",6,4,"EASB",1
"acoustic",6,4,"EAWB",0
"acoustic",6,4,"EAYR",0
"acoustic",6,4,"GGCT",0
"acoustic",6,4,"GLDW",0
"acoustic",6,4,"GRBB",0
"acoustic",6,4,"GRFT",0
"acoustic",6,4,"GRST",1
"acoustic",6,4,"JWNT",0
"acoustic",6,4,"LEHE",0
"acoustic",6,4,"LKKB",1
"acoustic",6,4,"NHHE",0
"acoustic",6,4,"PCUR",1
"acoustic",6,4,"PFCN",0
"acoustic",6,4,"PLTB",0
"acoustic",6,4,"REDW",1
"acoustic",6,4,"ROSR",0
"acoustic",6,4,"RUFT",0
"acoustic",6,4,"SAFC",0
"acoustic",6,4,"SBOW",0
"acoustic",6,4,"SCCT",1
"acoustic",6,4,"SEYE",0
"acoustic",6,4,"SLYB",0
"acoustic",6,4,"SPAR",0
"acoustic",6,4,"STTB",0
"acoustic",6,4,"VAFW",0
"acoustic",6,4,"WBIL",0
"acoustic",6,4,"WBSW",0
"acoustic",6,4,"WEHE",1
"acoustic",6,4,"WONP",0
"acoustic",6,4,"WTGY",0
"acoustic",6,4,"WTTC",1
"acoustic",6,4,"YETB",0
"acoustic",6,4,"YFHE",1
"acoustic",6,4,"YTBC",0
"acoustic",6,4,"YTSW",0
"acoustic",6,5,"AUKP",0
"acoustic",6,5,"AUMP",1
"acoustic",6,5,"AURV",0
"acoustic",6,5,"BHHE",0
"acoustic",6,5,"BHON",0
"acoustic",6,5,"BRCD",0
"acoustic",6,5,"BRGH",0
"acoustic",6,5,"BRTB",1
"acoustic",6,5,"CRHE",0
"acoustic",6,5,"CROS",1
"acoustic",6,5,"CRST",0
"acoustic",6,5,"DUWS",0
"acoustic",6,5,"EASB",1
"acoustic",6,5,"EAWB",0
"acoustic",6,5,"EAYR",0
"acoustic",6,5,"GGCT",0
"acoustic",6,5,"GLDW",0
"acoustic",6,5,"GRBB",0
"acoustic",6,5,"GRFT",0
"acoustic",6,5,"GRST",1
"acoustic",6,5,"JWNT",0
"acoustic",6,5,"LEHE",0
"acoustic",6,5,"LKKB",0
"acoustic",6,5,"NHHE",1
"acoustic",6,5,"PCUR",1
"acoustic",6,5,"PFCN",0
"acoustic",6,5,"PLTB",0
"acoustic",6,5,"REDW",1
"acoustic",6,5,"ROSR",0
"acoustic",6,5,"RUFT",0
"acoustic",6,5,"SAFC",0
"acoustic",6,5,"SBOW",0
"acoustic",6,5,"SCCT",0
"acoustic",6,5,"SEYE",0
"acoustic",6,5,"SLYB",0
"acoustic",6,5,"SPAR",0
"acoustic",6,5,"STTB",0
"acoustic",6,5,"VAFW",0
"acoustic",6,5,"WBIL",0
"acoustic",6,5,"WBSW",0
"acoustic",6,5,"WEHE",0
"acoustic",6,5,"WONP",0
"acoustic",6,5,"WTGY",0
"acoustic",6,5,"WTTC",1
"acoustic",6,5,"YETB",0
"acoustic",6,5,"YFHE",1
"acoustic",6,5,"YTBC",0
"acoustic",6,5,"YTSW",0
"acoustic",6,6,"AUKP",0
"acoustic",6,6,"AUMP",1
"acoustic",6,6,"AURV",0
"acoustic",6,6,"BHHE",0
"acoustic",6,6,"BHON",0
"acoustic",6,6,"BRCD",0
"acoustic",6,6,"BRGH",0
"acoustic",6,6,"BRTB",0
"acoustic",6,6,"CRHE",0
"acoustic",6,6,"CROS",1
"acoustic",6,6,"CRST",0
"acoustic",6,6,"DUWS",0
"acoustic",6,6,"EASB",1
"acoustic",6,6,"EAWB",0
"acoustic",6,6,"EAYR",0
"acoustic",6,6,"GGCT",0
"acoustic",6,6,"GLDW",0
"acoustic",6,6,"GRBB",0
"acoustic",6,6,"GRFT",0
"acoustic",6,6,"GRST",1
"acoustic",6,6,"JWNT",0
"acoustic",6,6,"LEHE",0
"acoustic",6,6,"LKKB",0
"acoustic",6,6,"NHHE",0
"acoustic",6,6,"PCUR",1
"acoustic",6,6,"PFCN",0
"acoustic",6,6,"PLTB",0
"acoustic",6,6,"REDW",1
"acoustic",6,6,"ROSR",0
"acoustic",6,6,"RUFT",0
"acoustic",6,6,"SAFC",0
"acoustic",6,6,"SBOW",0
"acoustic",6,6,"SCCT",0
"acoustic",6,6,"SEYE",0
"acoustic",6,6,"SLYB",0
"acoustic",6,6,"SPAR",0
"acoustic",6,6,"STTB",1
"acoustic",6,6,"VAFW",0
"acoustic",6,6,"WBIL",0
"acoustic",6,6,"WBSW",0
"acoustic",6,6,"WEHE",1
"acoustic",6,6,"WONP",0
"acoustic",6,6,"WTGY",0
"acoustic",6,6,"WTTC",1
"acoustic",6,6,"YETB",0
"acoustic",6,6,"YFHE",0
"acoustic",6,6,"YTBC",0
"acoustic",6,6,"YTSW",0
"acoustic",6,7,"AUKP",0
"acoustic",6,7,"AUMP",1
"acoustic",6,7,"AURV",0
"acoustic",6,7,"BHHE",0
"acoustic",6,7,"BHON",0
"acoustic",6,7,"BRCD",0
"acoustic",6,7,"BRGH",0
"acoustic",6,7,"BRTB",1
"acoustic",6,7,"CRHE",0
"acoustic",6,7,"CROS",1
"acoustic",6,7,"CRST",0
"acoustic",6,7,"DUWS",0
"acoustic",6,7,"EASB",1
"acoustic",6,7,"EAWB",0
"acoustic",6,7,"EAYR",0
"acoustic",6,7,"GGCT",0
"acoustic",6,7,"GLDW",0
"acoustic",6,7,"GRBB",0
"acoustic",6,7,"GRFT",0
"acoustic",6,7,"GRST",0
"acoustic",6,7,"JWNT",0
"acoustic",6,7,"LEHE",0
"acoustic",6,7,"LKKB",0
"acoustic",6,7,"NHHE",1
"acoustic",6,7,"PCUR",1
"acoustic",6,7,"PFCN",0
"acoustic",6,7,"PLTB",0
"acoustic",6,7,"REDW",1
"acoustic",6,7,"ROSR",0
"acoustic",6,7,"RUFT",0
"acoustic",6,7,"SAFC",0
"acoustic",6,7,"SBOW",0
"acoustic",6,7,"SCCT",1
"acoustic",6,7,"SEYE",0
"acoustic",6,7,"SLYB",0
"acoustic",6,7,"SPAR",0
"acoustic",6,7,"STTB",1
"acoustic",6,7,"VAFW",0
"acoustic",6,7,"WBIL",0
"acoustic",6,7,"WBSW",0
"acoustic",6,7,"WEHE",0
"acoustic",6,7,"WONP",0
"acoustic",6,7,"WTGY",0
"acoustic",6,7,"WTTC",1
"acoustic",6,7,"YETB",0
"acoustic",6,7,"YFHE",1
"acoustic",6,7,"YTBC",1
"acoustic",6,7,"YTSW",0
"acoustic",6,8,"AUKP",1
"acoustic",6,8,"AUMP",1
"acoustic",6,8,"AURV",0
"acoustic",6,8,"BHHE",0
"acoustic",6,8,"BHON",0
"acoustic",6,8,"BRCD",0
"acoustic",6,8,"BRGH",0
"acoustic",6,8,"BRTB",1
"acoustic",6,8,"CRHE",0
"acoustic",6,8,"CROS",1
"acoustic",6,8,"CRST",0
"acoustic",6,8,"DUWS",0
"acoustic",6,8,"EASB",1
"acoustic",6,8,"EAWB",0
"acoustic",6,8,"EAYR",0
"acoustic",6,8,"GGCT",0
"acoustic",6,8,"GLDW",0
"acoustic",6,8,"GRBB",0
"acoustic",6,8,"GRFT",0
"acoustic",6,8,"GRST",1
"acoustic",6,8,"JWNT",0
"acoustic",6,8,"LEHE",0
"acoustic",6,8,"LKKB",0
"acoustic",6,8,"NHHE",1
"acoustic",6,8,"PCUR",1
"acoustic",6,8,"PFCN",0
"acoustic",6,8,"PLTB",0
"acoustic",6,8,"REDW",1
"acoustic",6,8,"ROSR",0
"acoustic",6,8,"RUFT",0
"acoustic",6,8,"SAFC",0
"acoustic",6,8,"SBOW",0
"acoustic",6,8,"SCCT",0
"acoustic",6,8,"SEYE",0
"acoustic",6,8,"SLYB",0
"acoustic",6,8,"SPAR",0
"acoustic",6,8,"STTB",1
"acoustic",6,8,"VAFW",0
"acoustic",6,8,"WBIL",0
"acoustic",6,8,"WBSW",0
"acoustic",6,8,"WEHE",0
"acoustic",6,8,"WONP",0
"acoustic",6,8,"WTGY",0
"acoustic",6,8,"WTTC",1
"acoustic",6,8,"YETB",0
"acoustic",6,8,"YFHE",1
"acoustic",6,8,"YTBC",1
"acoustic",6,8,"YTSW",0
"acoustic",6,9,"AUKP",0
"acoustic",6,9,"AUMP",0
"acoustic",6,9,"AURV",0
"acoustic",6,9,"BHHE",0
"acoustic",6,9,"BHON",0
"acoustic",6,9,"BRCD",0
"acoustic",6,9,"BRGH",0
"acoustic",6,9,"BRTB",1
"acoustic",6,9,"CRHE",0
"acoustic",6,9,"CROS",1
"acoustic",6,9,"CRST",0
"acoustic",6,9,"DUWS",0
"acoustic",6,9,"EASB",1
"acoustic",6,9,"EAWB",0
"acoustic",6,9,"EAYR",0
"acoustic",6,9,"GGCT",0
"acoustic",6,9,"GLDW",0
"acoustic",6,9,"GRBB",0
"acoustic",6,9,"GRFT",0
"acoustic",6,9,"GRST",1
"acoustic",6,9,"JWNT",0
"acoustic",6,9,"LEHE",0
"acoustic",6,9,"LKKB",0
"acoustic",6,9,"NHHE",1
"acoustic",6,9,"PCUR",1
"acoustic",6,9,"PFCN",0
"acoustic",6,9,"PLTB",0
"acoustic",6,9,"REDW",1
"acoustic",6,9,"ROSR",0
"acoustic",6,9,"RUFT",0
"acoustic",6,9,"SAFC",0
"acoustic",6,9,"SBOW",0
"acoustic",6,9,"SCCT",0
"acoustic",6,9,"SEYE",0
"acoustic",6,9,"SLYB",0
"acoustic",6,9,"SPAR",0
"acoustic",6,9,"STTB",1
"acoustic",6,9,"VAFW",0
"acoustic",6,9,"WBIL",0
"acoustic",6,9,"WBSW",0
"acoustic",6,9,"WEHE",0
"acoustic",6,9,"WONP",0
"acoustic",6,9,"WTGY",0
"acoustic",6,9,"WTTC",1
"acoustic",6,9,"YETB",0
"acoustic",6,9,"YFHE",1
"acoustic",6,9,"YTBC",0
"acoustic",6,9,"YTSW",0
"acoustic",6,10,"AUKP",0
"acoustic",6,10,"AUMP",1
"acoustic",6,10,"AURV",0
"acoustic",6,10,"BHHE",0
"acoustic",6,10,"BHON",0
"acoustic",6,10,"BRCD",0
"acoustic",6,10,"BRGH",0
"acoustic",6,10,"BRTB",1
"acoustic",6,10,"CRHE",0
"acoustic",6,10,"CROS",0
"acoustic",6,10,"CRST",0
"acoustic",6,10,"DUWS",0
"acoustic",6,10,"EASB",1
"acoustic",6,10,"EAWB",0
"acoustic",6,10,"EAYR",0
"acoustic",6,10,"GGCT",0
"acoustic",6,10,"GLDW",0
"acoustic",6,10,"GRBB",0
"acoustic",6,10,"GRFT",0
"acoustic",6,10,"GRST",1
"acoustic",6,10,"JWNT",0
"acoustic",6,10,"LEHE",0
"acoustic",6,10,"LKKB",0
"acoustic",6,10,"NHHE",1
"acoustic",6,10,"PCUR",1
"acoustic",6,10,"PFCN",0
"acoustic",6,10,"PLTB",0
"acoustic",6,10,"REDW",1
"acoustic",6,10,"ROSR",0
"acoustic",6,10,"RUFT",0
"acoustic",6,10,"SAFC",0
"acoustic",6,10,"SBOW",0
"acoustic",6,10,"SCCT",1
"acoustic",6,10,"SEYE",0
"acoustic",6,10,"SLYB",0
"acoustic",6,10,"SPAR",0
"acoustic",6,10,"STTB",0
"acoustic",6,10,"VAFW",0
"acoustic",6,10,"WBIL",0
"acoustic",6,10,"WBSW",0
"acoustic",6,10,"WEHE",0
"acoustic",6,10,"WONP",0
"acoustic",6,10,"WTGY",0
"acoustic",6,10,"WTTC",1
"acoustic",6,10,"YETB",0
"acoustic",6,10,"YFHE",0
"acoustic",6,10,"YTBC",0
"acoustic",6,10,"YTSW",0
"acoustic",7,1,"AUKP",1
"acoustic",7,1,"AUMP",1
"acoustic",7,1,"AURV",0
"acoustic",7,1,"BHHE",0
"acoustic",7,1,"BHON",0
"acoustic",7,1,"BRCD",0
"acoustic",7,1,"BRGH",0
"acoustic",7,1,"BRTB",1
"acoustic",7,1,"CRHE",0
"acoustic",7,1,"CROS",1
"acoustic",7,1,"CRST",0
"acoustic",7,1,"DUWS",0
"acoustic",7,1,"EASB",0
"acoustic",7,1,"EAWB",1
"acoustic",7,1,"EAYR",0
"acoustic",7,1,"GGCT",0
"acoustic",7,1,"GLDW",1
"acoustic",7,1,"GRBB",1
"acoustic",7,1,"GRFT",0
"acoustic",7,1,"GRST",1
"acoustic",7,1,"JWNT",0
"acoustic",7,1,"LEHE",0
"acoustic",7,1,"LKKB",0
"acoustic",7,1,"NHHE",0
"acoustic",7,1,"PCUR",1
"acoustic",7,1,"PFCN",0
"acoustic",7,1,"PLTB",0
"acoustic",7,1,"REDW",0
"acoustic",7,1,"ROSR",0
"acoustic",7,1,"RUFT",0
"acoustic",7,1,"SAFC",0
"acoustic",7,1,"SBOW",0
"acoustic",7,1,"SCCT",1
"acoustic",7,1,"SEYE",0
"acoustic",7,1,"SLYB",0
"acoustic",7,1,"SPAR",0
"acoustic",7,1,"STTB",1
"acoustic",7,1,"VAFW",0
"acoustic",7,1,"WBIL",0
"acoustic",7,1,"WBSW",0
"acoustic",7,1,"WEHE",0
"acoustic",7,1,"WONP",0
"acoustic",7,1,"WTGY",0
"acoustic",7,1,"WTTC",1
"acoustic",7,1,"YETB",0
"acoustic",7,1,"YFHE",1
"acoustic",7,1,"YTBC",0
"acoustic",7,1,"YTSW",0
"acoustic",7,2,"AUKP",1
"acoustic",7,2,"AUMP",1
"acoustic",7,2,"AURV",0
"acoustic",7,2,"BHHE",0
"acoustic",7,2,"BHON",0
"acoustic",7,2,"BRCD",0
"acoustic",7,2,"BRGH",1
"acoustic",7,2,"BRTB",1
"acoustic",7,2,"CRHE",0
"acoustic",7,2,"CROS",1
"acoustic",7,2,"CRST",0
"acoustic",7,2,"DUWS",0
"acoustic",7,2,"EASB",1
"acoustic",7,2,"EAWB",0
"acoustic",7,2,"EAYR",0
"acoustic",7,2,"GGCT",0
"acoustic",7,2,"GLDW",0
"acoustic",7,2,"GRBB",1
"acoustic",7,2,"GRFT",0
"acoustic",7,2,"GRST",1
"acoustic",7,2,"JWNT",0
"acoustic",7,2,"LEHE",0
"acoustic",7,2,"LKKB",0
"acoustic",7,2,"NHHE",1
"acoustic",7,2,"PCUR",1
"acoustic",7,2,"PFCN",0
"acoustic",7,2,"PLTB",0
"acoustic",7,2,"REDW",0
"acoustic",7,2,"ROSR",0
"acoustic",7,2,"RUFT",0
"acoustic",7,2,"SAFC",0
"acoustic",7,2,"SBOW",0
"acoustic",7,2,"SCCT",1
"acoustic",7,2,"SEYE",0
"acoustic",7,2,"SLYB",0
"acoustic",7,2,"SPAR",0
"acoustic",7,2,"STTB",1
"acoustic",7,2,"VAFW",0
"acoustic",7,2,"WBIL",0
"acoustic",7,2,"WBSW",0
"acoustic",7,2,"WEHE",1
"acoustic",7,2,"WONP",0
"acoustic",7,2,"WTGY",0
"acoustic",7,2,"WTTC",1
"acoustic",7,2,"YETB",0
"acoustic",7,2,"YFHE",0
"acoustic",7,2,"YTBC",0
"acoustic",7,2,"YTSW",0
"acoustic",7,3,"AUKP",1
"acoustic",7,3,"AUMP",1
"acoustic",7,3,"AURV",0
"acoustic",7,3,"BHHE",0
"acoustic",7,3,"BHON",0
"acoustic",7,3,"BRCD",0
"acoustic",7,3,"BRGH",0
"acoustic",7,3,"BRTB",1
"acoustic",7,3,"CRHE",0
"acoustic",7,3,"CROS",1
"acoustic",7,3,"CRST",1
"acoustic",7,3,"DUWS",0
"acoustic",7,3,"EASB",1
"acoustic",7,3,"EAWB",0
"acoustic",7,3,"EAYR",0
"acoustic",7,3,"GGCT",0
"acoustic",7,3,"GLDW",0
"acoustic",7,3,"GRBB",1
"acoustic",7,3,"GRFT",0
"acoustic",7,3,"GRST",1
"acoustic",7,3,"JWNT",0
"acoustic",7,3,"LEHE",0
"acoustic",7,3,"LKKB",0
"acoustic",7,3,"NHHE",0
"acoustic",7,3,"PCUR",1
"acoustic",7,3,"PFCN",0
"acoustic",7,3,"PLTB",0
"acoustic",7,3,"REDW",0
"acoustic",7,3,"ROSR",0
"acoustic",7,3,"RUFT",0
"acoustic",7,3,"SAFC",0
"acoustic",7,3,"SBOW",0
"acoustic",7,3,"SCCT",1
"acoustic",7,3,"SEYE",0
"acoustic",7,3,"SLYB",0
"acoustic",7,3,"SPAR",0
"acoustic",7,3,"STTB",1
"acoustic",7,3,"VAFW",0
"acoustic",7,3,"WBIL",0
"acoustic",7,3,"WBSW",0
"acoustic",7,3,"WEHE",0
"acoustic",7,3,"WONP",0
"acoustic",7,3,"WTGY",0
"acoustic",7,3,"WTTC",1
"acoustic",7,3,"YETB",0
"acoustic",7,3,"YFHE",0
"acoustic",7,3,"YTBC",0
"acoustic",7,3,"YTSW",0
"acoustic",7,4,"AUKP",1
"acoustic",7,4,"AUMP",1
"acoustic",7,4,"AURV",0
"acoustic",7,4,"BHHE",0
"acoustic",7,4,"BHON",0
"acoustic",7,4,"BRCD",0
"acoustic",7,4,"BRGH",0
"acoustic",7,4,"BRTB",1
"acoustic",7,4,"CRHE",0
"acoustic",7,4,"CROS",1
"acoustic",7,4,"CRST",0
"acoustic",7,4,"DUWS",0
"acoustic",7,4,"EASB",1
"acoustic",7,4,"EAWB",0
"acoustic",7,4,"EAYR",0
"acoustic",7,4,"GGCT",0
"acoustic",7,4,"GLDW",0
"acoustic",7,4,"GRBB",1
"acoustic",7,4,"GRFT",1
"acoustic",7,4,"GRST",1
"acoustic",7,4,"JWNT",0
"acoustic",7,4,"LEHE",0
"acoustic",7,4,"LKKB",0
"acoustic",7,4,"NHHE",0
"acoustic",7,4,"PCUR",1
"acoustic",7,4,"PFCN",0
"acoustic",7,4,"PLTB",0
"acoustic",7,4,"REDW",0
"acoustic",7,4,"ROSR",0
"acoustic",7,4,"RUFT",1
"acoustic",7,4,"SAFC",0
"acoustic",7,4,"SBOW",1
"acoustic",7,4,"SCCT",1
"acoustic",7,4,"SEYE",0
"acoustic",7,4,"SLYB",0
"acoustic",7,4,"SPAR",0
"acoustic",7,4,"STTB",1
"acoustic",7,4,"VAFW",0
"acoustic",7,4,"WBIL",0
"acoustic",7,4,"WBSW",0
"acoustic",7,4,"WEHE",1
"acoustic",7,4,"WONP",0
"acoustic",7,4,"WTGY",0
"acoustic",7,4,"WTTC",1
"acoustic",7,4,"YETB",0
"acoustic",7,4,"YFHE",0
"acoustic",7,4,"YTBC",0
"acoustic",7,4,"YTSW",0
"acoustic",7,5,"AUKP",1
"acoustic",7,5,"AUMP",1
"acoustic",7,5,"AURV",0
"acoustic",7,5,"BHHE",0
"acoustic",7,5,"BHON",0
"acoustic",7,5,"BRCD",0
"acoustic",7,5,"BRGH",0
"acoustic",7,5,"BRTB",1
"acoustic",7,5,"CRHE",0
"acoustic",7,5,"CROS",1
"acoustic",7,5,"CRST",0
"acoustic",7,5,"DUWS",0
"acoustic",7,5,"EASB",1
"acoustic",7,5,"EAWB",0
"acoustic",7,5,"EAYR",0
"acoustic",7,5,"GGCT",0
"acoustic",7,5,"GLDW",0
"acoustic",7,5,"GRBB",0
"acoustic",7,5,"GRFT",1
"acoustic",7,5,"GRST",1
"acoustic",7,5,"JWNT",0
"acoustic",7,5,"LEHE",0
"acoustic",7,5,"LKKB",0
"acoustic",7,5,"NHHE",1
"acoustic",7,5,"PCUR",1
"acoustic",7,5,"PFCN",0
"acoustic",7,5,"PLTB",0
"acoustic",7,5,"REDW",0
"acoustic",7,5,"ROSR",0
"acoustic",7,5,"RUFT",0
"acoustic",7,5,"SAFC",0
"acoustic",7,5,"SBOW",0
"acoustic",7,5,"SCCT",1
"acoustic",7,5,"SEYE",0
"acoustic",7,5,"SLYB",0
"acoustic",7,5,"SPAR",1
"acoustic",7,5,"STTB",0
"acoustic",7,5,"VAFW",0
"acoustic",7,5,"WBIL",0
"acoustic",7,5,"WBSW",0
"acoustic",7,5,"WEHE",1
"acoustic",7,5,"WONP",0
"acoustic",7,5,"WTGY",0
"acoustic",7,5,"WTTC",1
"acoustic",7,5,"YETB",0
"acoustic",7,5,"YFHE",1
"acoustic",7,5,"YTBC",0
"acoustic",7,5,"YTSW",1
"acoustic",7,6,"AUKP",1
"acoustic",7,6,"AUMP",0
"acoustic",7,6,"AURV",0
"acoustic",7,6,"BHHE",0
"acoustic",7,6,"BHON",0
"acoustic",7,6,"BRCD",0
"acoustic",7,6,"BRGH",0
"acoustic",7,6,"BRTB",1
"acoustic",7,6,"CRHE",0
"acoustic",7,6,"CROS",1
"acoustic",7,6,"CRST",0
"acoustic",7,6,"DUWS",0
"acoustic",7,6,"EASB",1
"acoustic",7,6,"EAWB",0
"acoustic",7,6,"EAYR",0
"acoustic",7,6,"GGCT",0
"acoustic",7,6,"GLDW",0
"acoustic",7,6,"GRBB",0
"acoustic",7,6,"GRFT",1
"acoustic",7,6,"GRST",1
"acoustic",7,6,"JWNT",0
"acoustic",7,6,"LEHE",0
"acoustic",7,6,"LKKB",0
"acoustic",7,6,"NHHE",1
"acoustic",7,6,"PCUR",1
"acoustic",7,6,"PFCN",0
"acoustic",7,6,"PLTB",0
"acoustic",7,6,"REDW",0
"acoustic",7,6,"ROSR",0
"acoustic",7,6,"RUFT",0
"acoustic",7,6,"SAFC",0
"acoustic",7,6,"SBOW",0
"acoustic",7,6,"SCCT",1
"acoustic",7,6,"SEYE",0
"acoustic",7,6,"SLYB",0
"acoustic",7,6,"SPAR",0
"acoustic",7,6,"STTB",0
"acoustic",7,6,"VAFW",0
"acoustic",7,6,"WBIL",0
"acoustic",7,6,"WBSW",0
"acoustic",7,6,"WEHE",1
"acoustic",7,6,"WONP",0
"acoustic",7,6,"WTGY",0
"acoustic",7,6,"WTTC",1
"acoustic",7,6,"YETB",0
"acoustic",7,6,"YFHE",0
"acoustic",7,6,"YTBC",0
"acoustic",7,6,"YTSW",0
"acoustic",7,7,"AUKP",1
"acoustic",7,7,"AUMP",0
"acoustic",7,7,"AURV",0
"acoustic",7,7,"BHHE",0
"acoustic",7,7,"BHON",0
"acoustic",7,7,"BRCD",0
"acoustic",7,7,"BRGH",0
"acoustic",7,7,"BRTB",1
"acoustic",7,7,"CRHE",0
"acoustic",7,7,"CROS",1
"acoustic",7,7,"CRST",0
"acoustic",7,7,"DUWS",0
"acoustic",7,7,"EASB",1
"acoustic",7,7,"EAWB",1
"acoustic",7,7,"EAYR",0
"acoustic",7,7,"GGCT",0
"acoustic",7,7,"GLDW",0
"acoustic",7,7,"GRBB",1
"acoustic",7,7,"GRFT",1
"acoustic",7,7,"GRST",1
"acoustic",7,7,"JWNT",0
"acoustic",7,7,"LEHE",1
"acoustic",7,7,"LKKB",0
"acoustic",7,7,"NHHE",1
"acoustic",7,7,"PCUR",1
"acoustic",7,7,"PFCN",0
"acoustic",7,7,"PLTB",0
"acoustic",7,7,"REDW",0
"acoustic",7,7,"ROSR",0
"acoustic",7,7,"RUFT",0
"acoustic",7,7,"SAFC",0
"acoustic",7,7,"SBOW",0
"acoustic",7,7,"SCCT",1
"acoustic",7,7,"SEYE",0
"acoustic",7,7,"SLYB",0
"acoustic",7,7,"SPAR",0
"acoustic",7,7,"STTB",1
"acoustic",7,7,"VAFW",0
"acoustic",7,7,"WBIL",0
"acoustic",7,7,"WBSW",0
"acoustic",7,7,"WEHE",1
"acoustic",7,7,"WONP",0
"acoustic",7,7,"WTGY",0
"acoustic",7,7,"WTTC",1
"acoustic",7,7,"YETB",0
"acoustic",7,7,"YFHE",1
"acoustic",7,7,"YTBC",0
"acoustic",7,7,"YTSW",1
"acoustic",7,8,"AUKP",1
"acoustic",7,8,"AUMP",1
"acoustic",7,8,"AURV",1
"acoustic",7,8,"BHHE",0
"acoustic",7,8,"BHON",0
"acoustic",7,8,"BRCD",0
"acoustic",7,8,"BRGH",0
"acoustic",7,8,"BRTB",1
"acoustic",7,8,"CRHE",0
"acoustic",7,8,"CROS",1
"acoustic",7,8,"CRST",0
"acoustic",7,8,"DUWS",0
"acoustic",7,8,"EASB",1
"acoustic",7,8,"EAWB",0
"acoustic",7,8,"EAYR",0
"acoustic",7,8,"GGCT",0
"acoustic",7,8,"GLDW",1
"acoustic",7,8,"GRBB",1
"acoustic",7,8,"GRFT",1
"acoustic",7,8,"GRST",1
"acoustic",7,8,"JWNT",0
"acoustic",7,8,"LEHE",0
"acoustic",7,8,"LKKB",0
"acoustic",7,8,"NHHE",1
"acoustic",7,8,"PCUR",1
"acoustic",7,8,"PFCN",0
"acoustic",7,8,"PLTB",0
"acoustic",7,8,"REDW",0
"acoustic",7,8,"ROSR",0
"acoustic",7,8,"RUFT",0
"acoustic",7,8,"SAFC",0
"acoustic",7,8,"SBOW",0
"acoustic",7,8,"SCCT",1
"acoustic",7,8,"SEYE",0
"acoustic",7,8,"SLYB",0
"acoustic",7,8,"SPAR",0
"acoustic",7,8,"STTB",1
"acoustic",7,8,"VAFW",0
"acoustic",7,8,"WBIL",0
"acoustic",7,8,"WBSW",0
"acoustic",7,8,"WEHE",0
"acoustic",7,8,"WONP",0
"acoustic",7,8,"WTGY",0
"acoustic",7,8,"WTTC",0
"acoustic",7,8,"YETB",0
"acoustic",7,8,"YFHE",0
"acoustic",7,8,"YTBC",1
"acoustic",7,8,"YTSW",0
"acoustic",7,9,"AUKP",1
"acoustic",7,9,"AUMP",1
"acoustic",7,9,"AURV",0
"acoustic",7,9,"BHHE",0
"acoustic",7,9,"BHON",0
"acoustic",7,9,"BRCD",0
"acoustic",7,9,"BRGH",0
"acoustic",7,9,"BRTB",1
"acoustic",7,9,"CRHE",0
"acoustic",7,9,"CROS",1
"acoustic",7,9,"CRST",0
"acoustic",7,9,"DUWS",0
"acoustic",7,9,"EASB",1
"acoustic",7,9,"EAWB",0
"acoustic",7,9,"EAYR",0
"acoustic",7,9,"GGCT",0
"acoustic",7,9,"GLDW",1
"acoustic",7,9,"GRBB",0
"acoustic",7,9,"GRFT",1
"acoustic",7,9,"GRST",1
"acoustic",7,9,"JWNT",0
"acoustic",7,9,"LEHE",0
"acoustic",7,9,"LKKB",0
"acoustic",7,9,"NHHE",1
"acoustic",7,9,"PCUR",1
"acoustic",7,9,"PFCN",0
"acoustic",7,9,"PLTB",0
"acoustic",7,9,"REDW",0
"acoustic",7,9,"ROSR",0
"acoustic",7,9,"RUFT",0
"acoustic",7,9,"SAFC",0
"acoustic",7,9,"SBOW",0
"acoustic",7,9,"SCCT",1
"acoustic",7,9,"SEYE",0
"acoustic",7,9,"SLYB",0
"acoustic",7,9,"SPAR",0
"acoustic",7,9,"STTB",0
"acoustic",7,9,"VAFW",0
"acoustic",7,9,"WBIL",0
"acoustic",7,9,"WBSW",1
"acoustic",7,9,"WEHE",1
"acoustic",7,9,"WONP",0
"acoustic",7,9,"WTGY",0
"acoustic",7,9,"WTTC",1
"acoustic",7,9,"YETB",0
"acoustic",7,9,"YFHE",1
"acoustic",7,9,"YTBC",1
"acoustic",7,9,"YTSW",0
"acoustic",7,10,"AUKP",1
"acoustic",7,10,"AUMP",1
"acoustic",7,10,"AURV",0
"acoustic",7,10,"BHHE",0
"acoustic",7,10,"BHON",0
"acoustic",7,10,"BRCD",0
"acoustic",7,10,"BRGH",0
"acoustic",7,10,"BRTB",1
"acoustic",7,10,"CRHE",0
"acoustic",7,10,"CROS",1
"acoustic",7,10,"CRST",0
"acoustic",7,10,"DUWS",0
"acoustic",7,10,"EASB",1
"acoustic",7,10,"EAWB",1
"acoustic",7,10,"EAYR",0
"acoustic",7,10,"GGCT",0
"acoustic",7,10,"GLDW",0
"acoustic",7,10,"GRBB",0
"acoustic",7,10,"GRFT",1
"acoustic",7,10,"GRST",1
"acoustic",7,10,"JWNT",0
